tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2021,RJ,211745,0acddc43fe4d434842cb6799c999d764a67a8b6ddb4fe7815806bd724fdd9596,1,63542,3821078,3290875,335166,10.18,258133,26317,0,868884,398089,162779,NEW,5.56,95,2025-04-22
2019,AS,031011,7adae030bd0cf9867b5186c5375cb5b7028cc251d939aa2ad66ab7a0408c4902,1,76354,526867,488652,147278,30.14,110016,22222,0,92848,136082,7178,OLD,4.07,45,2024-09-02
2023,AP,017640,fc23fc7f55901354cc8daa7411090faae1f378c1bcf590bcc8c47e8aa9688e1d,0,115533,5827964,4500643,295453,6.56,217337,17119,0,207,233536,2030226,NEW,3.31,43,2025-09-08
2019,MP,138245,ab61910f1d9983da97ab726a126b2438cba4c0d154704f7c2ce66745fff7b2e9,0,49088,4320759,3279579,118545,3.61,93511,24016,0,402653,440680,1782177,NEW,1.7,97,2024-03-05
2020,UP,274962,33735d9e72430e567650fc12881b498481aed84aab2b4855f22119e863bb21e3,1,26263,1023132,579190,98622,17.03,66798,16298,0,46119,312795,386667,NEW,3.78,35,2026-02-07
2024,GA,066154,fd8cd9e80731901dd4a1bbd410e8feee11c7d2984fe8185e500c0c5ae4a1e9e3,1,28477,1623822,1265834,395540,31.25,239353,117252,0,115101,20522,686610,OLD,5.02,109,2024-05-15
2025,DH,319192,4144c4f32d029d0237ca1ba7bedf6a936ad156e8ecafd20b96471fecf33f4382,1,62205,2144090,1660490,257635,15.52,168194,11250,0,213849,322197,528798,NEW,5.89,7,2025-03-29
2023,HP,098426,99ce199409c5f21daa7de3ac3c7632dfa2c52606d0ce084471be976945a38f90,1,16843,1641174,1330581,340592,25.6,266415,45761,0,222126,105753,563527,OLD,1.11,22,2024-02-23
2025,NL,180325,13c461a1560f4966250f6cfa2fc7af6077f467dd319d469c11309ab883ca4e76,1,101324,3782279,2293344,346787,15.12,244731,88296,0,754925,426738,573088,OLD,1.72,44,2024-03-16
2024,HR,089529,8281db3ae680303376a5b8692fcbfa112d31aa574bf4ad6a5192165c452748d8,1,198719,3351343,2621374,713015,27.2,619203,2156,0,72412,407057,1156080,NEW,5.32,36,2025-07-07
2021,MZ,170669,1ed8f109c6d650c86984e4ab0a6713b7970123f8c8f5191f2128c2d1bdde6e6d,1,51576,1391916,1037302,269778,26.01,244125,13852,0,153494,-96369,471679,OLD,5.18,104,2025-09-10
2024,MZ,170265,29a33a352ae22c0c58c1e4006c89ec6b4f4731723c90563555c5dc585750fb7e,0,9118,4223359,3405166,747711,21.96,894946,0,147235,898222,385018,827868,OLD,4.33,108,2024-10-01
2020,AP,014032,6ad6e27db63dd80a65772be429a50c2457a755cbfda33e73df468e54485715ec,1,8812,1828130,1524727,300266,19.69,267877,15494,0,197520,16935,36004,NEW,0.71,52,2024-02-14
2021,RJ,217458,aa71b8a3de235db5af733121aa12b5975844eb5bf3b0a718f268e3d06dce51a3,1,34092,1081482,762890,126491,16.58,124935,1269,0,140402,155976,129581,OLD,4.27,70,2024-01-25
2022,AN,290802,77e7fac6baff6453abde33dce018d4fe9479fd4023e0ce845a8ae1b6027e6d86,0,117443,5746338,4405963,1348942,30.62,645368,485515,0,1118533,307000,2288957,OLD,2.87,42,2026-01-05
2025,LA,342929,d59d15da5799f22a3d6e46df3516c86aae1f81a09aa8962aa4c8f89286f8b3f0,1,94657,1989892,1432507,255504,17.84,257639,0,2135,354645,-49552,525868,NEW,2.29,50,2025-08-14
2024,KL,122627,6211c42c1314a148937b0fe239270b7383be8736e2b6554d8833ebaa51752ce0,1,80848,1511117,1328514,143325,10.79,115680,5851,0,192666,-110882,275464,OLD,1.58,42,2024-10-31
2021,DL,323973,3234b2f162473613d17311ab50b56b8b8dd3744750dab33082b8c9b750159755,1,151179,4339307,3872667,1093290,28.23,1195235,0,101945,1049128,113005,1849967,NEW,1.98,31,2024-07-19
2023,DL,329860,e844a8d8147182d4947f87886ae856d73725710e6e70003b6d58100393cfe56c,1,78731,4616486,3120582,659101,21.12,775581,0,116480,41794,211551,761253,OLD,3.26,84,2025-07-06
2019,PY,363314,15b25ef2da11debb9f41ba0e5235e4e082e95c9299e31d96e1b16bcfcc548302,0,123609,1039211,687546,122806,17.86,71754,3538,0,14161,214778,153426,NEW,1.06,16,2025-12-04
2024,MH,142089,1f024c26d7cae8f7bd3b73f430c4d00453f8c755d7aae7928a9fef220d785cd4,1,199365,476695,401224,87585,21.83,100104,0,12519,50930,422814,165281,NEW,3.1,36,2025-06-01
2022,DH,311223,e4bbc06146ef433197613eb3a15ff5506cb7e3dc247d873e87e1f12c67957d3e,0,34733,5120794,4520775,504695,11.16,473057,1763,0,202078,24910,818748,OLD,0.38,15,2025-10-09
2022,RJ,211981,cb12dd853027ab5d1214f539ab399acbaef9bc871eac7425b25a359f354d2ae3,1,23245,3098867,1718855,231483,13.47,229466,58,0,167732,285967,622267,NEW,2.52,55,2025-10-31
2024,AS,031331,c0aebf2a536e151cec87c997694101a76c90e661024cd548462c89d5b4cbd1e4,0,44304,2817850,2067731,129419,6.26,100673,23966,0,105727,-11055,916100,OLD,5.76,81,2024-08-27
2023,JH,105736,51cc2c19a1113c3cbbe3c25442ddd9998152c57504db8a04feb3771dbb89494a,1,31680,2609482,1780512,487159,27.36,333136,2005,0,451681,136433,505075,NEW,4.46,63,2025-07-30
2018,TR,254205,892bf7035ebbceff829cbaac068f4c46f82642657a4f6c3315682cb0e2dd49cb,1,166023,3578042,3147259,670333,21.3,697164,0,26831,376829,182919,518921,NEW,0.5,87,2024-07-04
2020,GA,064979,5ab3db39fa0710baaecf71dc22e6c903198827440b238b5f61fb73ed02530efa,1,175376,4090136,2502028,659944,26.38,275577,6516,0,852972,124774,28324,OLD,4.16,70,2024-06-24
2019,ML,168321,5a52216377ae2536bf5f6dbb5cb812dbb9533c5592e16d4fc753dd832a2291af,1,112407,620330,548772,55736,10.16,46398,8220,0,38830,-19667,240226,NEW,1.26,45,2026-02-20
2023,WB,285804,f1992dce010986ff7a8729c429233b5e20d662b49ba9ef72a7e9834f61d1a988,1,26922,1702878,1420889,452609,31.85,207776,10942,0,265404,-11445,403610,OLD,2.9,109,2024-09-14
2018,GA,061551,0d202d2b8e526734e4841b56aeaae63cdafb5e6c837bee616a834102dcab808b,1,170408,5733832,5231890,598042,11.43,361042,88325,0,305959,378484,2196627,NEW,1.84,73,2025-10-07
2019,NL,183767,972914ab16f5154d48d245eb3e9b926820d81d3ab7710706bcc8488b1fe679de,1,183606,1126735,1099473,124447,11.32,121977,535,0,4079,421806,313264,NEW,5.61,7,2024-09-28
2022,HR,083125,a65aa8c85f934df0b7680ab8a3c7e8459893c966b1d4d35bed915c7a72d4a759,0,82126,5459063,4121148,1266854,30.74,1271656,0,4802,940212,-77683,492952,OLD,0.42,21,2025-12-30
2023,PB,208267,a2274301e9272c1dd5caa4ea474a8957476d73673b540f87a4329f4fc162b22a,0,134720,2497849,2125037,445451,20.96,495000,0,49549,90871,12526,408204,NEW,5.3,81,2024-08-06
2022,HP,093070,279bcb6359e68235b966737db7bfe059c01973b9ce927af77864d163b3ba4d4b,1,122061,1261960,1079333,322398,29.87,313483,7915,0,218890,442818,236953,NEW,4.24,5,2024-01-14
2024,LD,351385,ee934e274593962fea103d925f38d928f935ceb5dba1ca30b29b345c9a63c977,1,106104,3629357,3314207,660870,19.94,621083,30584,0,626673,-53445,1208128,NEW,2.24,23,2024-12-30
2025,AS,037360,8b25f511d9dd1e3a3a03ae75a31b72be983d5312ac98e654b323221843a0cf0e,0,71284,4029148,3113700,245583,7.89,283916,0,38333,673012,186627,993901,NEW,5.29,14,2025-04-15
2019,LD,354283,b19b29edd3ca4e625a801cf18f7f6ba1124706e8a40fb0708c45484836610749,1,56401,2196363,1309666,163754,12.5,135903,20053,0,325039,44993,629096,OLD,2.5,97,2024-10-29
2025,AN,290958,d01017bff0968edd1f5943c76508731cf448cc80febb7f3ac8ff74469ed5354b,1,55852,4789735,4651436,1278456,27.49,1180149,32475,0,1059635,440630,1623174,NEW,4.22,15,2024-07-28
2022,DH,316897,193fd7007f409bcd5be1a5beae9c36c11bd74da9bb441001c68522ac5592a22c,1,72535,523436,300682,47095,15.66,51543,0,4448,9897,304536,64506,NEW,4.75,26,2025-10-13
2023,DH,312105,7f0c0b579ad6f65cdf856fe033e004b17056c9224874d9aec978ec5697c30a39,0,152225,863509,832268,188819,22.69,190887,0,2068,201158,308364,342723,NEW,1.79,118,2024-10-21
2018,GJ,078682,693dd9fafa7151c23a3ebe73cd3c06e78b51970f096ea165cc85ca6cfe75d837,0,165364,3786261,2498190,133126,5.33,135248,0,2122,62444,-82602,772301,NEW,0.53,17,2025-07-05
2022,LA,348324,d70cd7e2b341bbea6abafd17e7b18e5fb345bcd06f226207f3b69cd6380cbca1,1,23546,3528103,2687596,343813,12.79,285160,37738,0,436887,-32849,1049627,OLD,5.22,30,2024-03-12
2023,SK,223695,2143c9da8d2e00f3c3ef8ab2a2ead47754309a90f663f1627b1632acc33cf1e7,1,12443,4239683,4064942,1091950,26.86,897884,7555,0,978553,333033,416298,OLD,1.46,98,2025-11-18
2022,LD,355555,a6fa7b3fec0193946926a8de8e05e99e2213dd3f0539f39febe925b901f31014,1,96165,5125155,4310071,1297862,30.11,1192690,74985,0,344576,9639,538231,NEW,5.6,18,2025-08-11
2018,DL,325677,c446736b35e7d5bb181e8438e139cef8bb45c40b1562416087ffade7784cd0bd,0,153941,5590665,4482546,465181,10.38,446777,5513,0,1171110,127548,1849085,OLD,1.96,29,2024-05-12
2022,RJ,216534,ab0bc8259b7148b4726e6113dfc8ca2bc3f306e4e8bf7f6e8f84d0bdf9151335,0,112627,3114277,2149268,118689,5.52,99328,8949,0,461838,-59041,491067,NEW,2.55,96,2025-02-17
2025,MH,140691,eb43487d154832470043b26849999b8823f46d8018a80767d811baef467f12c9,1,165736,3082629,2083039,62491,3.0,34268,27619,0,663679,-107341,1215113,OLD,2.64,3,2025-08-13
2023,CG,053248,16ec0e6d4b0363ffb798afdac3fadb7bb6a10239c11979007cbbe3b96ada1694,1,142987,5554144,3133061,127713,4.08,76465,11047,0,67437,295578,1661445,NEW,2.86,45,2025-09-15
2019,BR,041703,d95b53fdc7db95d14a93d41c11e8a8ecd76135a4b4053e264c6144710d3bc095,1,141487,5770647,4628767,1237795,26.74,983378,29933,0,802035,-18854,1727979,NEW,5.78,33,2024-11-27
2025,MN,156974,ab16b91417f3ada64adbfde8cc59e4db6a537965a6f64d7b840d558310156d1c,1,108162,429641,315761,46043,14.58,25933,4219,0,20263,-23865,73520,OLD,1.55,27,2024-04-01
2025,CH,300691,5283cadff02ebecf16d53dc3b8d085a0576caa7c75326f232f9beb1b8486a7c9,1,11846,3108654,2009587,187532,9.33,138546,17218,0,14042,360586,1262740,NEW,3.69,48,2024-02-16
2019,OD,195169,279b96ac77fd144561f05b60549471e0ca5bbf954903b2244545fc36e7b1d69b,0,36772,5527382,3953250,981241,24.82,508001,253767,0,952028,287310,2349622,OLD,1.84,28,2026-02-23
2024,NL,187278,b08bcc64e7b0e3d8db25867c12fda910faa6955babeb6e0203aeb32b145ec0c5,1,148788,448946,428566,108814,25.39,56255,51519,0,84141,1885,52110,OLD,0.87,93,2024-03-26
2021,HP,099483,09ac074da8f9c94c732470215991bd7536c49a54f778cd16ee907656dc18e460,1,62452,5866725,5366950,621983,11.59,668365,0,46382,1079911,369914,1358458,OLD,1.8,19,2024-10-01
2022,RJ,212880,b8015089f096ebbf2d8cbe1360b6173b9bfb18a3282c54188555cad12532e907,1,144909,4532029,3331381,960895,28.84,801194,114179,0,823668,433142,1849608,OLD,3.36,49,2025-11-04
2021,TN,230079,668e27f6d474d3ebf1f12ecc66069ecf4fc7d627a8c8964e03c7886341ea9979,1,68516,1062261,1031858,152917,14.82,156640,0,3723,212436,114677,48413,OLD,3.68,12,2026-01-18
2024,PY,367237,7482ba949624d72017b6dce7da9e48d07eece6c0a70ea2037e064f76e16d23c1,1,3605,3898750,2919035,244013,8.36,99857,40909,0,457703,138965,522083,OLD,1.66,15,2025-01-06
2025,UP,270015,97bc2ad82f9b934b3cd890bc5e08d544bb5d9da149eaeee3389330ff67886223,0,135587,2671058,1870090,538439,28.79,338411,185619,0,232098,256791,1147197,OLD,5.93,82,2025-06-16
2024,SK,220663,0918d7dcf8cf01686915267370e63f46165ea8a4a4b1bba7683980ea7ef27f4f,1,178564,2106224,1509753,73894,4.89,30602,23358,0,405955,-36148,459658,OLD,2.24,55,2025-02-06
2025,JK,339904,e94736e09d2cd6687dde6a436612b665a92f71d125168fb79f71d57b7f726ea2,1,89751,3781474,3501967,1116083,31.87,449453,108341,0,630050,390261,1619195,NEW,5.01,54,2024-03-26
2025,ML,168625,3f85b8bd03e220501d35453edfa1d77e4c4753741bc9260f1caee1288b9f20a5,1,27306,4450956,2960484,580967,19.62,247267,317115,0,222554,-48660,761450,NEW,0.31,34,2025-01-21
2018,LA,347075,08ddb124be66d5abde121aa882d17344cd263adcc8f73bc946a514654745b3a8,1,83493,5375443,3469870,1016363,29.29,830591,94098,0,584973,309281,1275994,OLD,4.2,20,2025-09-07
2020,MH,148355,c8caa5c64538a90a81a1b5f6d83e0a7cb48526a27998027267d1d8dee53e5058,1,192195,2592183,2496363,142860,5.72,67523,11715,0,118056,208878,529726,OLD,1.89,105,2025-05-07
2023,CG,050753,1235264b53070667d6e443086fcaefcfedadef0a7593c61bc8388d2f267b3f47,0,64373,1083228,937789,116769,12.45,121287,0,4518,210932,-45467,222870,OLD,3.27,95,2025-03-17
2022,ML,160889,33122c1c29d2c7d80645ee9749c69f9cb9153f05890abb04c4624396fa04a282,0,15083,5203125,4570558,1277198,27.94,1038298,55852,0,321463,131887,2148738,OLD,5.04,57,2025-10-17
2018,CG,053008,6c8680d91a4e9d6b82b7ffff12e0ee0386d096dc4da1f24538392a6ecba70395,1,153790,2104063,1827010,489405,26.79,291823,37079,0,327547,46731,657707,OLD,4.38,5,2024-05-28
2018,CG,050237,75a0a11d0eaf117ea1238f539863efaba7a9250f44d65c076462f1ca6de89c38,1,48371,4592006,3874046,1080829,27.9,1157487,0,76658,844202,414269,1954262,NEW,2.22,108,2025-03-22
2022,DL,328883,cb47109866b549a2a45a76d1e83d4cd022b9087865ea16e9da5a28669a4b1245,0,8419,4817889,2838876,254780,8.97,205788,28330,0,1194359,185313,714441,NEW,4.42,53,2024-05-27
2022,AN,290562,b4eedd179283a20ad6a6622e6999046cff9feeff31bb0a5301cfe0a3a49671a4,1,138358,491984,430034,84990,19.76,57847,7941,0,53274,89713,220040,NEW,2.54,25,2024-02-19
2019,HR,085440,9e62053b0e21791b51739531ab37705e5eb7e15fb48c593c0edfa24c854fece0,1,68320,2548526,1674474,208759,12.47,178355,1240,0,555872,30633,811575,NEW,0.47,17,2026-01-20
2019,DH,318536,641b2ab7cdde5533a5aec5a598c2921285ec07b7a97435b428a664808cc5b3e5,1,28311,646215,392210,40259,10.26,37766,966,0,107328,-38667,38184,NEW,4.03,119,2025-09-04
2019,AS,037349,60a1517e0807e4fa8ee591bdaf251ddf19aa08c56f12a338c2d06c410f1cf4be,0,11743,3688919,3588179,597219,16.64,505870,21411,0,7791,168376,685491,OLD,5.63,6,2026-02-24
2022,KA,112347,c09016a004c9b2c09c4eaadaaab68151c23b03ba8aa28e19af6e0b99d71a7dbc,0,37808,4800340,2697701,617279,22.88,707542,0,90263,469568,170436,537160,OLD,0.59,46,2024-12-26
2018,UK,264703,88ef542287e98b3ace20f028a4946631e3b6e92ccbc92673ab13049d6fd1f945,1,30776,3426032,1930923,320389,16.59,218883,46648,0,337565,423113,363011,NEW,4.16,67,2025-03-29
2022,KA,115482,1fc01bbf69d443e5b4fd6aff17714d8f3e8cb5dd5551a4563513de00bdd81a63,1,3223,2044487,1396921,103035,7.38,75005,2188,0,61143,249431,855206,NEW,5.05,37,2024-02-18
2021,UP,277679,53d2a2d67fb965b6be079eca7f1ce3e9041224e7f2249d119225e09b00174edc,0,74770,5843054,5334748,1378486,25.84,1498529,0,120043,638485,138305,2524066,NEW,3.62,21,2024-05-27
2021,DL,324262,1edf3aa2ced1d8854926acf41084a280e0f1bfe9f5b54d28cb7b873070ee9278,1,165469,650669,631484,197586,31.29,179801,5006,0,18944,92288,4148,NEW,2.96,78,2024-03-07
2023,AS,032850,34b68a2a14966db2b9079757ab59046c031368757fc34aa148a5495690ebe69f,1,79758,977957,587719,68246,11.61,80053,0,11807,204242,29151,60747,NEW,1.5,11,2024-09-24
2022,AP,017955,0d8f834b8a7680b75a3ed344acbbbcfef92569be6c3fe5fde4548326b0b99f00,1,8485,2292076,1650384,448509,27.18,463637,0,15128,207373,248634,286579,NEW,1.24,117,2024-11-16
2023,LA,348864,d42ae9fc393b469d51f8c2b254020b88e8136a442db51a7040d677ec18ce67c4,1,176455,5698377,4933368,1363760,27.64,1105112,56541,0,260874,-36451,2173822,NEW,2.44,59,2024-06-15
2024,OD,194888,93b39de3faa8a3d9af72a581c862c785a7d32285c4ddc63221832a7543bc533c,1,126882,5382481,4454418,371350,8.34,337102,5417,0,809825,-116560,1480169,NEW,3.88,89,2025-09-04
2025,OD,190280,c54e2930f9e33011a49e2ab2a90a0086c83f7ac658a840f827e6ff0cfc815dc7,1,192900,3450281,2243897,506443,22.57,367104,142,0,739724,393625,877898,OLD,1.96,101,2025-04-23
2024,MZ,175006,ab25d0b4f9f87f2fd76b0536fafdb1ca2e88e144474653f08b839f91b7225e7e,1,116879,5720242,3955882,1187925,30.03,596476,358715,0,1337002,-100874,1540023,OLD,2.98,95,2024-12-07
2022,ML,168892,f4581e2a2d909366c943dd1f716e28847086e7b766b9ca63c7c52017fff91090,0,95935,5439290,4381789,1037405,23.68,752832,92668,0,1216069,10982,2326733,OLD,3.64,59,2024-11-11
2021,TR,259890,1d01c50a8e541aa7eae23f51facaa376dabd1982274a516e4dde7f7b6f5ec071,1,102736,3583828,2025668,60770,3.0,37992,15264,0,790281,198296,444773,OLD,1.34,12,2025-03-21
2019,RJ,214010,b82b9b4f89917954e68f039862e04567bfa2fb018371eb0986fe1e8b64fbaf8b,1,2289,839961,735838,142345,19.34,134155,5652,0,73087,-9637,46613,NEW,4.47,12,2024-10-24
2022,GA,061501,df7446b3195a3e306500fd6cdcd3b337fd18e3dabaf4cea18df240aef03d8dc3,1,75656,5412377,3617763,901200,24.91,842944,2604,0,683882,261969,1480376,NEW,3.81,44,2025-08-31
2019,TN,235721,fb50d27108644d8cb94d6d698598a609d96a679b59171ffa9751c069b57b4ba3,1,88933,3902792,3536666,699565,19.78,804425,0,104860,362285,194148,1701582,OLD,3.59,38,2025-09-22
2025,TR,258307,f246b85776a9d3150bd346757e63a7847f7fc8b1113f7eb0c5b01ef08e54a55e,1,60612,975941,823672,24710,3.0,11454,12831,0,225018,-77200,311815,OLD,2.92,106,2024-05-24
2024,CG,059450,a767fb03d560b060455cbe26da9c45aa39e56a34742a0b5bf4562ccb0d439e70,1,167585,5064643,4191135,161166,3.85,124751,10019,0,117532,143175,2033212,NEW,2.25,55,2026-01-28
2018,MH,140517,572b2489a1c07755ff003baa484facb32fcfdec21807ff721f5d1cd43589dd5d,1,191432,2482926,2184888,560465,25.65,402924,83425,0,344083,353381,1001327,NEW,3.34,119,2024-12-25
2024,AN,292905,5140a4da20fcae055de42dc3507ae0c105f14dd8a03e57b94ab3091fb382c084,0,96158,4753256,2767858,432275,15.62,355308,41393,0,293401,99828,468983,NEW,4.62,35,2024-06-04
2018,TN,234776,2bc6ccd109171a3f58bcc0611dc01995f077ee51fe11c07eb78637265ed8c3f1,0,157286,1680861,1112372,341000,30.66,169016,44810,0,357340,266181,518578,OLD,4.27,116,2025-10-31
2023,CG,050982,880826f9a6955b2d03f11655c6f5b41bb6ad753dc3aba461e04e6f1ce398c506,1,45402,208139,161171,21402,13.28,16974,3450,0,17651,209831,80757,OLD,4.45,42,2024-11-22
2018,AR,028863,724ebbf06dd24b33ddbc400a31c9728c6d868381d7e79c9f410f31832d1774e9,1,184623,2804936,2480060,652123,26.29,603610,178,0,605644,142521,127914,OLD,1.34,119,2024-04-26
2021,RJ,211121,22a091739e46eb61bc3b9625adf34e932f97b2d757bd600d8f058781742bfc6f,1,140954,2795401,2558054,76741,3.0,49960,6073,0,648563,204561,819514,OLD,4.7,61,2025-02-26
2023,MZ,176652,d53e41027f4eb5017d99fe2a5a9912b206e0baa6911aab6f28d4c3bb35dee5fa,1,147045,5202395,3716094,1000092,26.91,920438,47197,0,223660,157616,636780,OLD,2.08,5,2024-11-18
2023,LD,359186,3f35114fd91fb49a225be4f8607393ddd05f2d4b837bb0140e25a54e52b12ac3,1,119360,824778,735098,202077,27.49,123779,71822,0,155522,-81011,304963,OLD,1.48,113,2024-07-12
2021,OD,196852,28327e4d28381b870aa9468cd95cedbfd0507041b15a065e97db2865438bd2de,1,165972,5491387,3540395,410205,11.59,285274,1190,0,480466,128728,551573,NEW,0.82,27,2025-07-26
2025,LA,347632,4d3684beab53fbdaba56340927dd20a1981c6a4fd0af4520655e3f0a729fcb79,1,107287,1044026,611222,60526,9.9,68142,0,7616,105257,116503,175437,NEW,5.0,97,2024-11-12
2024,HR,082633,66a38863b7da1f373d1df198b109b9c696e7ddb84140c6f0dd686206c961db01,0,192870,5616759,3684767,1072896,29.12,450666,2094,0,385283,323943,1710495,OLD,3.78,98,2025-02-19
2019,MZ,178274,d4acbe5c112e9f7223f5712cb39a53ef1029214e72f36b0ea21f08ec6c11ba22,1,132823,4281783,4017826,999898,24.89,618195,237731,0,660108,290962,1070967,NEW,5.06,26,2024-02-13
2023,GA,064185,c988955c7d83a5d0cd7b3b5bd6fa8514bdbf2ab479a31ca52f762f09b2006e2d,1,91275,2255749,1768362,338364,19.13,388638,0,50274,193524,207041,121786,OLD,3.41,69,2024-10-17
2023,RJ,210613,f67d75804f54a14fdb951665cfa0558151e27aa3d8ba9d4c35ea5e512a89f8a2,0,42469,5745990,4349600,607336,13.96,314377,127277,0,1063892,97557,582544,NEW,5.18,94,2024-02-02
2020,GJ,073665,7b125add1934bfe2d9c1b5f8b683133363bc0064a70d5e464ea4c43186c40724,0,181472,2250936,1957490,571328,29.19,410171,155920,0,438083,239106,897286,OLD,3.38,113,2024-08-09
2023,NL,183498,8b9721c772a7c8bea8e5464803065e2941b86d8190f63f4f1fb1e3a271fb8583,0,12165,3859470,2139458,511568,23.91,390467,82620,0,381250,448665,1717274,NEW,3.91,49,2025-09-10
2025,MP,135214,b7e3db0e8b6880fa877c0c38d7c73395f7f82fc4780d26d0070bc76832d159c0,1,9571,244689,147026,19611,13.34,18083,300,0,290,357098,76413,OLD,0.43,50,2025-12-29
2024,GJ,072648,86c73b60d1c4e3e1d99c4b1fcda800f845c5e57ab8a75e340def0cd3505d5d5f,1,7152,748905,443972,70569,15.89,62765,7783,0,12372,14169,3290,OLD,4.05,98,2024-09-23
2024,BR,044622,fb52aba29f481ab19955068c9010980554ff3a7aa9814643ad40bd07b2560235,1,22466,2217179,1335444,42063,3.15,37916,1064,0,151772,39834,741713,NEW,3.63,60,2025-07-04
2023,OD,194279,f55be553d0637fd64ebf049c67a8b2afe202f8d0eea9f6d4c3f84fb7f9b669fd,0,50161,1577380,1175122,304871,25.94,351311,0,46440,376155,162927,456291,OLD,1.53,75,2025-07-10
2020,LD,353268,a5403465882a29e3bbcdc2876b02b8c22e174829bb1dc40026d51c9daea7af41,1,98584,1480408,992900,267432,26.93,191007,51991,0,145749,256444,274347,NEW,0.77,16,2025-09-07
2024,HR,086962,7a1e9e07af86caa1608b8f282f908bce0f084cbe11042037b356d5c4cb504877,1,56040,2366415,2101049,239110,11.38,189339,42291,0,440292,264139,242842,NEW,2.15,82,2024-03-06
2020,MN,153054,b21e39ab47085a8c21b7c8a20ed006c0b332de06528571fc5b514b80fbd579cd,1,91340,3710410,3379392,334861,9.91,392182,0,57321,868308,326398,276663,OLD,0.46,42,2024-08-22
2022,HP,097657,df8ba2d42eeebeeea1a814ab25e83c3f28f0f5aad042373ceb52458ea2281c1f,1,90127,883341,837163,67571,8.07,33955,23395,0,75454,192281,33206,OLD,3.64,45,2025-06-11
2020,CH,302508,66ff79ad901b7815d126ea14de64dc908d251adfaa3ab609109c127bfa84ef2a,1,88204,4549609,2885848,160184,5.55,185584,0,25400,638412,349868,1308793,NEW,3.32,108,2024-08-20
2020,MN,158648,ae99bbbe244e1bd15edacb83416f91f5c50dda1e3c6348c9193aba0dd1ba41e6,1,12842,5110613,3915885,1187653,30.33,1376043,0,188390,1088970,-97729,775655,NEW,5.52,86,2025-05-29
2019,PY,363650,1708455585d30cf67d8d3138e21dfc617f7f89856cebc6976f1dfc0c18fbea59,1,107901,5038887,2876902,698772,24.29,812518,0,113746,774474,3850,1174594,OLD,3.15,68,2025-12-07
2025,HP,090406,71c2b585ea3d5e2df179d1d826b1b7b323f697a6aecdbeeabc2c2fb30daa0cdd,1,60624,1287855,841176,116662,13.87,52920,16058,0,36130,172789,304376,NEW,4.41,69,2025-10-08
2019,AS,031499,6e4a3468c531e25596df4656c7a7091b33d3b09e7b1af14f85f5feb2fdb6f8fd,1,108136,5300956,4317539,152212,3.53,131214,4709,0,1019873,177771,1448677,NEW,4.02,103,2025-01-20
2018,RJ,218062,e2a4e947d96515da19947890b2aa4eb9dcd5b772a1ad4e2c29a7d35ac032df86,1,13056,907873,664225,29637,4.46,31727,0,2090,205200,430863,242897,NEW,4.23,75,2024-06-10
2025,TS,248721,2b1bae392f6bbbc23dffd9a825f4ba2f3813214fd784e1c35dc79b6441c80325,0,174242,775770,657077,149243,22.71,97151,9911,0,149098,255913,181207,NEW,1.95,27,2024-09-08
2022,PY,362119,ae467920e305972c90fc79a4dbede3b8e3e136e6b3e0402a44bc5d0d938ce1dd,1,144732,4395255,4003496,260170,6.5,226985,27543,0,826899,111798,306801,OLD,2.55,67,2025-03-09
2021,DL,326021,71f0df9d0b40a403be8c80d63c609e0fff21397a79d40a30d75768187c4e9f7a,1,69836,4598415,2646848,294646,11.13,178306,39517,0,868751,214351,55960,NEW,0.81,76,2025-08-09
2023,DL,325743,dfd32bbe25aade0b739fcb6acb212a916f5cad37511792172d9401e2a72178ba,1,72563,891969,850584,260485,30.62,131203,54440,0,136591,-53779,231272,NEW,3.94,9,2025-12-10
2021,TN,231337,5eafdfc2ae58b5e27c120515d209559a391a77bc0028cd2f947814d23b1d2689,1,63931,2581649,1466979,272833,18.6,295152,0,22319,159939,103106,491672,NEW,1.88,18,2025-10-26
2019,MP,134519,cda505acb9483845d040b55dd6edd4fd150d4304e3a7c47b657ff661c342b5de,1,198247,2550368,2479257,641312,25.87,759939,0,118627,580743,-107883,470679,OLD,3.34,58,2024-06-22
2023,ML,166938,d974801fbb271ea1ad834eeb6576df705c6a8eefe2c6f3a84b9b8d5924a4e7bb,1,140677,4377659,3607986,119936,3.32,54666,45034,0,141078,-34438,847206,NEW,5.54,70,2024-03-28
2019,CG,059671,27f7db29c9be3f29da27d5a0c42c484736588eb67d04eeba46107ef9eea3aed6,1,92582,3165723,1800090,190311,10.57,94595,9016,0,654747,114990,161749,OLD,4.13,8,2024-04-08
